"STATE","VIOLENTCRIME","MURDER","RAPE","ROBBERY","AGGRAVATEDASSAULT","PROPERTYCRIME","BURGLARY","LARCENYTHEFT","MOTORVEHICLETHEFT","YEAR"
"Ohio",284.9,4,35.3,110,127.4,2799.1,680,1963.6,155.4,2014
"Oklahoma",406,4.5,32.9,78.6,277,2990.7,760.9,1956.9,272.9,2014
"Oregon",232.3,2,26.5,52.7,140.8,2879,434,2204.6,240.5,2014
"Pennsylvania",314.1,4.8,21.8,105.8,173.5,1931.7,357.5,1472.2,102,2014
"Puerto Rico",236.2,19.2,1.2,145.7,69.7,1285.7,339.2,815.8,130.7,2014
"Rhode Island",219.2,2.4,24,50.1,132.5,2173.6,457.1,1542.8,173.7,2014
"South Carolina",497.7,6.4,30.6,82.7,365.8,3460.3,759.9,2433.4,267,2014
"South Dakota",326.5,2.3,48.4,23.4,245.7,1863.9,330.3,1415.5,118,2014
"Tennessee",608.4,5.7,28.4,110.9,453.2,3060.6,712.2,2156,192.4,2014
"Texas",405.9,4.4,30.6,115.7,243.6,3019.4,627.8,2137.3,254.3,2014
"Utah",215.6,2.3,32.1,44.6,119.4,2878.5,391.4,2239.1,248,2014
"Vermont",99.3,1.6,15.8,11.2,68.9,1524.4,324.6,1160.8,38.9,2014
"Virginia",196.2,4.1,17.2,51.5,112.9,1930.3,277.7,1560.5,92.1,2014
"Washington",285.2,2.5,30.7,79.9,164.7,3706.1,783,2489.1,434,2014
"West Virginia",302,4,15.4,35.2,235.5,2034.7,484.9,1447.3,102.5,2014
"Wisconsin",290.3,2.9,20.3,88,170.4,2088.3,368.5,1547.6,172.3,2014
"Wyoming",195.5,2.7,21.6,9.1,153.9,1964.7,289.1,1572.4,103.2,2014
"Alabama",472.4,7.2,30,94.9,328.3,2978.9,725.6,2040.7,212.7,2015
"Alaska",730.2,8,88,103.1,497.1,2817.6,475.5,2065.1,277.1,2015
"Arizona",410.2,4.5,33.6,93.1,267.1,3033.2,555.9,2231.5,245.8,2015
"Arkansas",521.3,6.1,43.7,70.4,380,3251.5,760.2,2297.5,193.8,2015
"California",426.3,4.8,24,135,253.8,2618.3,504.3,1677.1,436.8,2015
"Colorado",321,3.2,43.6,60.9,197.2,2641.5,429.8,1918.5,293.2,2015
"Connecticut",218.5,3.3,16.2,80.5,113.1,1812,280,1355.5,176.5,2015
"Delaware",499,6.7,25.7,130.6,325.7,2691,504.6,2061.6,124.9,2015
"District of Columbia",1269.1,24.1,54.4,556.7,614.8,4676.2,442,3748.7,485.5,2015
"Florida",461.9,5.1,26.8,104.3,315.2,2813.2,539,2073.6,200.6,2015
"Georgia",378.3,6,22.5,119.9,220.8,3022.3,649.8,2113.3,259.2,2015
"Hawaii",293.4,1.3,27.9,84,168.9,3796.2,458,2934.5,403.7,2015
"Idaho",215.6,1.9,32.2,11.6,160.1,1743.8,370,1260.7,113.1,2015
"Illinois",383.8,5.8,27.6,115.9,224.6,1988.6,361.1,1490.2,137.3,2015
"Indiana",387.5,5.6,27,107.4,238.2,2596,519.8,1872,204.2,2015
"Iowa",286.1,2.3,27.2,33.5,213.2,2047.3,476.7,1431.6,139,2015
"Kansas",389.9,4.4,43,62.4,267.6,2720.1,527.6,1953.5,238.9,2015
"Kentucky",218.7,4.7,22.5,74.7,105.5,2177.6,503,1498.7,175.9,2015
"Louisiana",539.7,10.3,27,118.8,373.7,3353.4,759,2385.8,208.6,2015
"Maine",130.1,1.7,26.6,23.4,69.3,1830,352.4,1416.4,61.2,2015
"Maryland",457.2,8.6,19.7,164.2,256.7,2315,427.5,1668.5,218.9,2015
"Massachusetts",390.9,1.9,23.7,77.8,280.7,1690.7,322.2,1249.7,118.8,2015
"Michigan",415.5,5.8,42,78.6,266.2,1885.6,403.5,1323.2,158.9,2015
"Minnesota",242.6,2.4,30.7,68.7,129.2,2222.1,351.6,1725.2,145.4,2015
"Mississippi",275.8,8.7,28.8,76.7,150.3,2833.6,828.8,1863,141.8,2015
"Missouri",497.4,8.3,30.5,104.8,342.4,2854.2,559,2015.8,279.4,2015
"Montana",349.6,3.5,41.7,20.3,272.8,2623.6,371.6,2017.9,234.1,2015
"Nebraska",274.9,3.3,34.4,52.4,173.1,2241.1,338.7,1691.4,211,2015
"Nevada",695.9,6.2,42.8,217.5,413.9,2668.3,773.5,1502.2,392.7,2015
"New Hampshire",199.3,1.1,34.6,35.2,116,1745.7,260.6,1418.2,67,2015
"New Jersey",255.4,4.1,11.4,108.6,127.4,1626.5,312.1,1182.9,131.5,2015
"New Mexico",656.1,5.6,58.3,119.2,451.2,3697.4,819.4,2469.1,408.9,2015
"New York",379.7,3.1,22.2,120.9,225,1604,223.7,1303,77.4,2015
"North Carolina",347,5.1,19.3,87.9,227.3,2750.1,745.2,1871.1,133.8,2015
"North Dakota",239.4,2.8,36.5,19.6,171.5,2116.5,395.9,1511.4,209.1,2015
"Ohio",291.9,4.3,35.8,108.1,135.1,2587.7,596.7,1842.6,148.4,2015
"Oklahoma",422,6,34.6,76.8,291.9,2885.9,726.2,1892.5,267.2,2015
"Oregon",259.8,2.5,28.9,53.3,164.6,2946.6,455.1,2229.7,261.8,2015
"Pennsylvania",315.1,5.1,24.4,101.6,174.8,1812.8,309.8,1408.2,94.8,2015
"Puerto Rico",219.6,16.8,3.5,117.1,80.9,1085.6,263.4,705,117.3,2015
"Rhode Island",242.5,2.7,32,52.6,143.7,1897.5,373.7,1392.3,131.5,2015
"South Carolina",504.5,8.1,34.9,80.3,369.1,3293.3,705.7,2322.7,264.9,2015
"South Dakota",383.1,3.7,51.4,25.2,296.6,1943,344.8,1459.8,138.4,2015
"Tennessee",612.1,6.2,29.8,113.2,452.2,2936.2,655.2,2086,195,2015
"Texas",412.2,4.8,32.5,116.3,246.6,2831.3,557.2,2028.5,245.7,2015
"Utah",236,1.8,36.6,44.3,135.1,2980,416.2,2273.2,290.6,2015
"Vermont",118,1.6,19.3,16.1,78.6,1406.6,314.4,1063.8,28.4,2015
"Virginia",195.6,4.6,17.8,53,110.2,1866.5,254.6,1515.2,96.8,2015
"Washington",284.4,2.9,30.6,76,167.8,3463.8,711.2,2378,374.7,2015
"West Virginia",337.9,3.8,22.8,41.2,256.4,2020,497.3,1401.3,121.4,2015
"Wisconsin",305.8,4.2,21.2,90.7,180.1,1974,338.8,1444.8,190.3,2015
"Wyoming",222.1,2.7,21.3,10.1,179.8,1902.6,300.6,1500.9,101,2015
"Alabama",532.3,8.4,28.5,96.4,388.2,2947.8,700.5,2006.3,241.1,2016
"Alaska",804.2,7,102,114.6,540.6,3353,546.3,2394.7,412.1,2016
"Arizona",470.1,5.5,35.4,101.8,315.4,2978.4,544.4,2168.1,265.8,2016
"Arkansas",550.9,7.2,51.7,70.9,401,3268.6,795.5,2233.6,239.4,2016
"California",445.3,4.9,25.9,139.6,265.9,2553,479.8,1623,450.3,2016
"Colorado",342.6,3.7,47.3,63.7,211.1,2740.7,431.4,1955.3,354,2016
"Connecticut",227.1,2.2,15.7,75.6,128,1808,280.9,1328.5,198.7,2016
"Delaware",508.8,5.9,23.2,142.7,327.8,2766,527.6,2078.7,159.7,2016
"District of Columbia",1205.9,20.4,58.9,510.9,596.5,4802.9,346.6,4019.8,436.5,2016
"Florida",430.3,5.4,26.8,97.9,290.2,2686.8,486.7,1990.8,209.3,2016
"Georgia",397.6,6.6,24.5,118.4,238.5,3004.5,614.4,2130.1,259.9,2016
"Hawaii",309.2,2.5,31.3,69.6,193.8,2992.7,421.2,2175.8,395.8,2016
"Idaho",230.3,2.9,31.4,12.7,172,1744.2,375.4,1245.4,123.4,2016
"Illinois",436.3,8.2,28.4,139.3,250.5,2049,374.9,1518.6,155.5,2016
"Indiana",404.7,6.6,27.9,110.5,249.9,2589.4,514,1853.3,222.1,2016
"Iowa",290.6,2.3,29.4,36.6,212,2086,479.5,1447.6,159,2016
"Kansas",380.4,3.8,33.4,57.5,274,2695.5,494.1,1962.9,238.6,2016
"Kentucky",232.3,5.9,26.5,75.9,113.5,2189.7,469.6,1497.4,222.8,2016
"Louisiana",566.1,11.8,28.4,119.1,396.4,3297.7,740.5,2336.3,220.8,2016
"Maine",123.8,1.5,22.5,20,71.3,1645.7,300.6,1286.8,58.2,2016
"Maryland",472,8,21,171,263.8,2284.5,410.4,1677.4,196.7,2016
"Massachusetts",376.9,2,23.4,78.8,265,1561.1,281.8,1161,118.3,2016
"Michigan",459,6,51.5,71.7,309.5,1909.9,398.5,1308.1,203.2,2016
"Minnesota",242.6,1.8,31.4,67.5,130.7,2133.3,337.1,1638.1,158.1,2016
"Mississippi",280.5,8,30.3,80.2,149.6,2768.1,781.4,1842.1,144.7,2016
"Missouri",519.4,8.8,30.9,107.8,360.8,2799.1,520.4,1978.4,300.3,2016
"Montana",368.3,3.5,39.7,25.5,283.9,2683.5,377.4,2043,263.1,2016
"Nebraska",291,2.6,38.7,49.6,186.7,2263.3,337.9,1677.6,247.8,2016
"Nevada",678.1,7.6,43.9,215.6,395.9,2586.6,641.1,1497.1,448.3,2016
"New Hampshire",197.6,1.3,31.7,32,120.7,1512.9,222,1225.7,65.3,2016
"New Jersey",245,4.2,12.2,100.4,124.2,1544.6,282.7,1135.2,126.6,2016
"New Mexico",702.5,6.7,53.7,131.5,491,3937.1,830.4,2542.4,564.3,2016
"New York",376.2,3.2,23.1,113,228.3,1545.6,201.7,1271,72.9,2016
"North Carolina",372.2,6.7,20.6,92,245.5,2737.5,710.4,1876.2,150.8,2016
"North Dakota",251.1,2,33.8,23.9,180.1,2295.9,427.9,1608.9,259.1,2016
"Ohio",300.3,5.6,35.7,107.8,138.7,2577.5,575.9,1832.3,169.3,2016
"Oklahoma",449.8,6.2,38.5,80.6,311,2982.9,741.7,1931.4,309.8,2016
"Oregon",264.6,2.8,30.8,55.6,164.1,2964.4,412,2230,322.3,2016
"Pennsylvania",316.4,5.2,25.3,96.4,180.1,1742.7,277.8,1362.8,102.1,2016
"Puerto Rico",224,19.9,3.8,93.8,105.4,1031.9,241.9,679,111,2016
"Rhode Island",238.9,2.7,31,51.1,143.2,1898.7,358.6,1389,151.1,2016
"South Carolina",501.8,7.4,34.5,81.3,365,3243.8,664.7,2298.5,280.6,2016
"South Dakota",418.4,3.1,43.8,31.4,325,1980.6,346.6,1460.4,173.6,2016
"Tennessee",632.9,7.3,29.9,117.5,467.3,2854.1,606.1,2020.7,227.3,2016
"Texas",434.4,5.3,35.4,119.6,261.6,2759.8,533.8,1978.1,247.8,2016
"Utah",242.8,2.4,36.6,50.5,140.1,2951.5,420.7,2223.2,307.7,2016
"Vermont",158.3,2.2,19.9,17,110.6,1697.4,336.7,1315.6,45.1,2016
"Virginia",217.6,5.8,23.4,57.1,122.2,1859.4,238,1505.1,116.4,2016
"Washington",302.2,2.7,31,77.5,179.7,3494.1,674.8,2376.3,443,2016
"West Virginia",358.1,4.4,25.6,39.3,278.5,2047.2,507.9,1402.3,137,2016
"Wisconsin",305.9,4,25.2,81.4,186.3,1933.3,336.1,1424.8,172.3,2016
"Wyoming",244.2,3.4,25.6,10.1,195.7,1957.3,302.5,1518.2,136.6,2016
"Alabama",524.2,8.3,41.6,86.5,387.8,2957.3,645.7,2048.1,263.4,2017
"Alaska",829,8.4,116.7,128.5,575.4,3542.1,563.8,2402.7,575.6,2017
"Arizona",508,5.9,51,106,345,2914.9,536.3,2107,271.6,2017
"Arkansas",554.9,8.6,68.3,64.4,413.6,3078.6,727.7,2109.5,241.4,2017
"California",449.3,4.6,37.2,143.2,264.2,2496.7,446.9,1623.9,425.9,2017
"Colorado",368.1,3.9,68.8,68.4,226.9,2701.6,406.9,1904.9,389.9,2017
"Connecticut",228,2.8,23.3,78.4,123.4,1769.9,247.8,1318.5,203.7,2017
"Delaware",453.4,5.6,34.7,112.5,300.5,2440.6,412.7,1885.6,142.3,2017
"District of Columbia",1004.9,16.7,64,378,546.3,4283.9,260.7,3650.4,372.8,2017
"Florida",408,5,37.8,88.6,276.5,2512.4,423.4,1884.5,204.5,2017
"Georgia",357.2,6.7,26.1,96.3,228.1,2860.2,530.9,2077.4,251.8,2017
"Hawaii",250.6,2.7,39.7,75.4,132.7,2829.5,388.7,2071.7,369.1,2017
"Idaho",226.4,1.9,41.2,11.4,172,1635.4,329.4,1181.1,125,2017
"Illinois",438.8,7.8,43.4,137.2,250.4,2011.4,339.5,1508.8,163.1,2017
"Indiana",399,6,39.4,99,254.6,2416.9,452.1,1733.8,231,2017
"Iowa",293.4,3.3,39.2,39.8,211,2125.3,479.3,1468.6,177.4,2017
"Kansas",413,5.5,55.9,61.3,290.3,2800.9,478.2,2053.3,269.3,2017
"Kentucky",225.8,5.9,37.3,66.4,116.2,2129.1,453.4,1445.7,230,2017
"Louisiana",557,12.4,39.9,114.4,390.3,3366.8,731.5,2401.3,234,2017
"Maine",121,1.7,35.4,18.6,65.3,1507.1,249.6,1198.1,59.4,2017
"Maryland",500.2,9,27.9,185.1,278.2,2222.3,388.4,1609.7,224.2,2017
"Massachusetts",358,2.5,32,71,252.5,1437,249.1,1078,109.9,2017
"Michigan",450,5.7,70.6,65.1,308.5,1800,357.8,1245.7,196.5,2017
"Minnesota",238.3,2,42.8,64.9,128.6,2191.5,336.9,1675.7,178.9,2017
"Mississippi",285.7,8.2,36.6,69.4,171.5,2733.9,828.1,1750.6,155.2,2017
"Missouri",530.3,9.8,44.6,103.9,372,2833.9,492,2016,325.9,2017
"Montana",377.1,3.9,58.4,28.1,286.7,2591.6,344.1,2000.8,246.7,2017
"Nebraska",305.9,2.2,62,50.4,191.2,2274,337.1,1666,271,2017
"Nevada",555.9,9.1,63,161.5,322.3,2612.4,668.7,1516.4,427.3,2017
"New Hampshire",198.7,1,49.4,31.2,117.1,1381.8,191.7,1122,68.1,2017
"New Jersey",228.8,3.6,16.7,87.7,120.8,1555.5,265.3,1155.1,135.1,2017
"New Mexico",783.5,7.1,60.3,178.3,537.8,3941.7,858.1,2519.9,563.8,2017
"New York",356.7,2.8,31.9,101.3,220.8,1514.2,176.3,1270.3,67.6,2017
"North Carolina",363.7,5.8,26.4,91,240.5,2545.3,630.6,1760.9,153.8,2017
"North Dakota",281.3,1.3,52.8,24.2,202.9,2197.8,389.5,1573.6,234.7,2017
"Ohio",297.5,6.1,50.3,99.5,141.6,2419.1,502.4,1743,173.7,2017
"Oklahoma",456.2,6.2,54.5,76.3,319.3,2876.4,727.8,1836.9,311.7,2017
"Oregon",281.8,2.5,48.3,58.7,172.3,2986.5,427.4,2145.3,413.7,2017
"Pennsylvania",313.3,5.8,32.8,92.1,182.6,1649.4,250.3,1297.7,101.4,2017
"Puerto Rico",232.6,20.3,6.3,91.5,114.4,934.2,238.2,588.3,107.7,2017
"Rhode Island",232.2,1.9,42,44.7,143.5,1751.6,303.6,1308.1,140,2017
"South Carolina",506.2,7.8,49.8,77,371.5,3195.9,623.1,2289.1,283.8,2017
"South Dakota",433.6,2.9,68.4,27.4,335,1876.2,311.3,1405.9,159,2017
"Tennessee",651.5,7.8,43.7,117.1,482.9,2940.6,576.5,2088.3,275.8,2017
"Texas",438.9,5,51.1,114,268.8,2562.6,473.7,1848.5,240.4,2017
"Utah",238.9,2.4,54.7,47.3,134.5,2780.2,381,2092.1,307.2,2017
"Vermont",165.8,2.2,35,14.8,113.8,1436.7,297.3,1108.3,31.1,2017
"Virginia",208.2,5.3,33.8,51.1,117.9,1792.9,218,1454.7,120.1,2017
"Washington",304.5,3.1,44,72.8,184.6,3173.6,590.4,2194.4,388.8,2017
"West Virginia",350.7,4.7,43.8,28.9,273.4,1852,420.1,1266.6,165.3,2017
"Wisconsin",319.9,3.2,36.9,75,204.8,1808.3,303.7,1341.3,163.4,2017
"Wyoming",237.5,2.6,45.4,13.1,176.4,1830.4,275,1421,134.5,2017
"Alabama",519.6,7.8,40.8,83.4,387.6,2817.2,590.1,1958.9,268.3,2018
"Alaska",885,6.4,161.6,121.5,595.4,3300.5,539.6,2219,541.9,2018
"Arizona",474.9,5.1,50.7,91,328.1,2676.8,439.7,1970.3,266.9,2018
"Arkansas",543.6,7.2,72.9,52.9,410.7,2913,636.8,2040.2,236,2018
"California",447.4,4.4,39.2,137.3,266.5,2380.4,416.2,1571.8,392.4,2018
"Colorado",397.2,3.7,71.5,66.7,255.4,2671.6,375.2,1915.9,380.5,2018
"Connecticut",207.4,2.3,23.5,61.4,120.2,1681,222.5,1251.8,206.7,2018
"Delaware",423.6,5,34.9,89.5,294.2,2324.4,326.5,1845.3,152.6,2018
"District of Columbia",995.9,22.8,64.1,343.8,565.3,4373.8,254.5,3750.1,369.1,2018
"Florida",384.9,5.2,39.6,79.3,260.8,2281.8,337.7,1750.8,193.3,2018
"Georgia",326.6,6.1,25.2,78.7,216.6,2573.7,431.3,1907,235.4,2018
"Hawaii",248.6,2.5,44,66.6,135.5,2870.3,396.4,2076.2,397.7,2018
"Idaho",227.1,2,45.1,11.4,168.6,1461.4,281.6,1067.8,112,2018
"Illinois",404.1,6.9,46,111.5,239.7,1932.8,306.7,1472.3,153.8,2018
"Indiana",382.3,6.5,35.4,88.7,251.6,2179.3,377.6,1572.7,229.1,2018
"Iowa",250.1,1.7,30.9,29.5,187.9,1691.5,352.6,1190.4,148.5,2018
"Kansas",439,3.9,53.8,53,328.3,2633.9,430.6,1933.9,269.4,2018
"Kentucky",211.9,5.5,38.2,55,113.2,1962.6,384.7,1348.2,229.6,2018
"Louisiana",537.5,11.4,44.7,98,383.4,3276,668.1,2360.4,247.6,2018
"Maine",112.1,1.8,33.3,17,60,1357.8,202.7,1097.1,58.1,2018
"Maryland",468.7,8.1,32.8,160.8,267,2033.3,312.6,1519.8,200.9,2018
"Massachusetts",338.1,2,34.9,60,241.2,1263.3,200.8,966.8,95.7,2018
"Michigan",449.4,5.5,76.9,56.6,310.3,1653.5,316.6,1162.3,174.6,2018
"Minnesota",220.4,1.9,43.9,52.5,122.2,1993.8,288.4,1524.8,180.5,2018
"Mississippi",234.4,5.7,18,53.4,157.2,2403,697.8,1561.2,144,2018
"Missouri",502.1,9.9,47.5,84.8,359.8,2647.1,444.9,1878.8,323.4,2018
"Montana",374.1,3.2,51.9,25.3,293.7,2496.3,306.6,1926.5,263.2,2018
"Nebraska",284.8,2.3,63.9,39.2,179.4,2079.9,271.9,1555.3,252.6,2018
"Nevada",541.1,6.7,76.8,127.3,330.4,2438.2,584.7,1461.2,392.3,2018
"New Hampshire",173.2,1.5,39.4,26.5,105.8,1248.5,136.2,1048.2,64.1,2018
"New Jersey",208.1,3.2,16,71.4,117.4,1404.9,215.9,1065.1,123.9,2018
"New Mexico",856.6,8,64.6,135.1,648.9,3419.7,767.8,2166.1,485.8,2018
"New York",350.5,2.9,33.6,93.1,220.9,1440.5,159.3,1214,67.2,2018
"North Carolina",377.6,6,25.4,81.1,265.1,2494.1,599.9,1724.4,169.8,2018
"North Dakota",280.6,2.4,52.2,20.8,205.2,2040.2,358.4,1448.3,233.5,2018
"Ohio",279.9,4.8,45.3,78.6,151.2,2177.1,412.2,1594.6,170.3,2018
"Oklahoma",466.1,5.2,58.3,70.8,331.8,2875,681.1,1856.8,337,2018
"Oregon",285.5,2,47.1,60.8,175.6,2894,389.1,2109.9,395.1,2018
"Pennsylvania",306,6.1,35,76.9,188,1489.9,211.6,1175.9,102.4,2018
"Puerto Rico",200.8,20,6.2,71.1,103.6,777.8,171.7,490.1,116,2018
"Rhode Island",219.1,1.5,45.5,42.9,129.2,1660.9,265.8,1250.3,144.8,2018
"South Carolina",488.3,7.7,47.9,69.9,362.8,3017.6,579.7,2156,281.9,2018
"South Dakota",404.7,1.4,69.6,29.7,304,1728.7,291.4,1264.5,172.7,2018
"Tennessee",623.7,7.4,41.7,106.2,468.5,2825.4,489.4,2034.1,301.9,2018
"Texas",410.9,4.6,51.2,98.4,256.6,2367.2,410.8,1713.1,243.2,2018
"Utah",233.1,1.9,55.5,39.1,136.6,2377.5,315.3,1817.7,244.5,2018
"Vermont",172,1.6,45.8,11.2,113.4,1283.1,234.2,1008.5,40.4,2018
"Virginia",200,4.6,34.3,42.3,118.7,1665.8,182.8,1356.4,126.5,2018
"Washington",311.5,3.1,45.3,73.9,189.1,2946.2,533.5,2045.4,367.3,2018
"West Virginia",289.9,3.7,36.1,31.7,218.5,1485.6,296.5,1049.6,139.5,2018
"Wisconsin",295.4,3,38.7,60,193.7,1559.9,242.5,1168.9,148.5,2018
"Wyoming",212.2,2.3,42.1,17.3,150.6,1785.1,264,1375.9,145.2,2018
"Alabama",510.8,7.3,42.2,80.4,381,2674.4,531.9,1886.1,256.5,2019
"Alaska",867.1,9.4,148.7,112.9,596,2910.8,487.1,2066,357.7,2019
"Arizona",455.3,5,50.3,88.1,311.9,2440.5,394.3,1796.9,249.4,2019
"Arkansas",584.6,8,77.2,51.6,447.8,2858,599.6,2012.6,245.9,2019
"California",441.2,4.3,37.5,132.4,267.1,2331.2,386.1,1586.3,358.8,2019
"Colorado",381,3.8,67.2,63.6,246.3,2590.7,348.4,1858.3,384,2019
"Connecticut",183.6,2.9,21.6,54.1,105,1426.6,180.7,1078.7,167.3,2019
"Delaware",422.6,4.9,31.8,81.1,304.7,2252.2,304.8,1782.7,164.7,2019
"District of Columbia",1049,23.5,48.9,384.4,592.1,4367.1,261.1,3775.4,330.6,2019
"Florida",378.4,5.2,39.4,75.5,258.3,2145.7,295.2,1668.7,181.8,2019
"Georgia",340.7,6.2,27.5,75,232,2375.8,372.1,1779.8,223.9,2019
"Hawaii",285.5,3.4,54,79.9,148.2,2841.2,377.2,2093,371.1,2019
"Idaho",223.8,2,45.3,8.7,167.9,1219.5,219.7,911.8,87.9,2019
"Illinois",406.9,6.6,48,98.4,254,1846.5,271.7,1426.6,148.2,2019
"Indiana",370.8,5.6,36.8,79.2,249.3,1971,323.7,1443.4,203.8,2019
"Iowa",266.6,1.9,36.9,27.4,200.4,1733.7,371.1,1199.6,163,2019
"Kansas",410.8,3.6,48.6,44.4,314.2,2314.5,342.7,1721.9,249.9,2019
"Kentucky",217.1,4.9,35.2,48.4,128.6,1897.4,345.7,1323.5,228.2,2019
"Louisiana",549.3,11.7,48.9,86.6,402.1,3162,579,2352.4,230.5,2019
"Maine",115.2,1.5,38.4,14,61.3,1245.6,174.8,1016.7,54,2019
"Maryland",454.1,9,31.6,152.2,261.3,1950.2,278.9,1485,186.2,2019
"Massachusetts",327.6,2.2,32,52.4,241,1179.8,179,911.8,89,2019
"Michigan",437.4,5.6,72.4,53.6,305.9,1585,286.1,1121.3,177.7,2019
"Minnesota",236.4,2.1,43.4,55.8,135.1,2078.8,282.4,1597.5,198.9,2019
"Mississippi",277.9,11.2,25.1,57.1,184.6,2375.8,627,1555.7,193.1,2019
"Missouri",495,9.3,47.5,80.8,357.4,2638.7,430.4,1865,343.3,2019
"Montana",404.9,2.5,58.4,19.2,324.9,2193.2,270.1,1700.6,222.4,2019
"Nebraska",300.9,2.3,64.8,40.9,192.9,2039.3,245.3,1536.3,257.7,2019
"Nevada",493.8,4.6,70.2,106.7,312.3,2322.1,503.5,1453,365.6,2019
"New Hampshire",152.5,2.4,43.4,23,83.7,1209.2,126.3,1017.3,65.7,2019
"New Jersey",206.9,2.9,17.2,64.5,122.2,1335.7,184.6,1034.7,116.4,2019
"New Mexico",832.2,8.6,61.4,111.6,650.5,3112.7,696.8,1988.8,427.2,2019
"New York",358.6,2.9,33.8,92.9,229,1373.3,141.9,1166.1,65.3,2019
"North Carolina",371.8,6,31,72.5,262.4,2357.3,519.1,1666,172.2,2019
"North Dakota",284.6,3.1,57.3,23.5,200.6,1977,342.2,1399.6,235.2,2019
"Ohio",293.2,4.6,49,75.7,163.9,2055.7,375.5,1520.4,159.7,2019
"Oklahoma",431.8,6.7,57.3,59.9,307.9,2845.3,671.7,1835.5,338.1,2019
"Oregon",284.4,2.8,42.2,54,185.5,2730.6,349.1,2021.5,360,2019
"Pennsylvania",306.4,5.2,34,76.1,191.1,1403.4,182.4,1124.2,96.8,2019
"Puerto Rico",202.9,19,6.7,66.4,110.7,702.7,134.4,453.5,114.8,2019
"Rhode Island",221.1,2.4,46.3,39.5,132.9,1534.8,219.1,1187.5,128.2,2019
"South Carolina",511.3,9,47.8,64,390.5,2940.3,533.4,2116.1,290.8,2019
"South Dakota",399,1.9,72.6,22,302.5,1771,299.1,1273.4,198.5,2019
"Tennessee",595.2,7.3,41.2,90.1,456.7,2652.6,437.4,1934.4,280.9,2019
"Texas",418.9,4.9,51.1,100,263,2390.7,392.8,1730.6,267.2,2019
"Utah",235.6,2.2,56.8,35.1,141.4,2169.3,276.7,1682.4,210.2,2019
"Vermont",202.2,1.8,44.6,11.4,144.6,1424.4,204.3,1172.3,47.8,2019
"Virginia",208,5,33,41.3,128.7,1642.7,162.8,1359.5,120.3,2019
"Washington",293.9,2.6,43.8,67.6,179.9,2681.9,453.6,1907.9,320.5,2019
"West Virginia",316.6,4.4,42.1,21.1,249.1,1583.4,328.7,1119.7,135,2019
"Wisconsin",293.2,3,38.8,51.4,200,1471.4,217.6,1127,126.8,2019
"Wyoming",217.4,2.2,56,11.6,147.6,1571.1,241.2,1206.7,123.2,2019
